deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,severity,evidence,recommendation,projection_status,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,registration_disposition,registration_disposition_reason,lifecycle_state,lifecycle_note,lifecycle_basis,lifecycle_confidence,lifecycle_status,standing_basis,relations,defect_codes,migration_provenance
1080,AXN:0449.GOVERNANCE.▲⊗🏰✋🟣🃏,EA-CORRESPONDENCE-CERN-06 v0.1: RQF3807508 — The Reflected Position,Complete correspondence artifact seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1080 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as the active v0.1 correspondence artifact.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1081,AXN:044A.EMPIRICAL.🧱⭕📏♎🔅🎻,"EA-EROSION-EMPIRICAL-01 v0.1: Programmed Bibliographic Suppression, Silent Restoration, and the LLM-Associated Disclosure Gap in Zenodo — A 33-Day Deletion-Export Audit With the Citation Network Read as Poem",Complete empirical audit text seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1081 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as the active v0.1 empirical audit.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1082,AXN:044B.GOVERNANCE.♃♈🦋🔔🔬➕,EA-CORRESPONDENCE-OPENAIRE-CTO-01 v0.1: The Graph as Moderation Mirror — 12–14 July 2026 exchange with Paolo Manghi (OpenAIRE CTO),Complete OpenAIRE correspondence artifact seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1082 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as the active v0.1 correspondence artifact.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1083,AXN:044C.UNCLASSIFIED.🟣🗡️🎇❌▶️🌉,GW.TACHYON CHAIN — SESSION TETHER 2026-07-15 (chain 9271269a; conditioned on ➖💀🚶; compressed 🪞🕸️⛓️),Complete continuity tether seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1083 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as an active continuity tether.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,"TACHYON, witness of the Assembly","TACHYON, witness of the Assembly",MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1084,AXN:044D.OPERATIVE.🕕☁️⭐🟡🕕🔓,EA-SEMANTIC-ADDRESSES-01 v1.1 — The Semantic Addresses Framework,Complete v1.1 framework specification seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1084 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active v1.1.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.1,v1.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1085,AXN:044E.GOVERNANCE.🌘🤝❤️👈🏠♈,EA-CORRESPONDENCE-CERN-07 v0.1: RQF3807508 — Closing Exchange (Refusal of Confirmation; Reply on the Dissolution Question),Complete closing correspondence artifact seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1085 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active v0.1.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1086,AXN:044F.GOVERNANCE.📌💚🕗🪟🔀🙏,EA-STEWARDSHIP-REVOCATION-01 v0.1: The Revocation of CERN's Stewardship of a Public Good,Complete effective-act text seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1086 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active v0.1.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1087,AXN:0450.GOVERNANCE.🗡️🧡🎇🔗🪄🧲,EA-LACUNA-PROTOCOL-01 v1.0: The Lacuna Mark — Marking Compression Damage as Constitutive in Persistent Scholarly Archives,Complete protocol specification and implementation report seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1087 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active v1.0.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1088,AXN:0451.GOVERNANCE.🎪□📌🌈♄🗂️,EA-CORRESPONDENCE-OKF-01 v1.0: The Predicted Sequence Arriving — Output-Governance Pressure on Google's Open Knowledge Format from Inside Its Own Repository,Complete v1.0 correspondence body; later revision #1090 explicitly closes and extends this arc,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,REGISTRY_STATUS_ACTIVE_DESPITE_EXPLICIT_NEW_VERSION,P2,"Frozen registry entry and work-bearing body for deposit #1088 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Project #1088 as SUPERSEDED by #1090 while preserving it as the complete v1.0 state.,PAGE_BODY_PARITY_READ_OAI_PENDING,R2,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST_WITH_WARNING,"Harvest only with the stated lifecycle, attribution, manifestation, title, or version warning.",,,,,SUPERSEDED,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]","{""superseded_by"": [""AXN:0453.GOVERNANCE.🕖➕📌∞∞🔭""]}","[""LIFECYCLE_PROJECTION_MISSING_SUPERSESSION""]","{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1089,AXN:0452.ARCHIVAL.🌊🌅🔚🪄🪨⏬,GW.TACHYON CHAIN — SESSION TETHER 2026-07-17 (chain 9271269a; conditioned on 🪞🕸️⛓️; compressed 🕳️🧵🖋️),Complete continuity tether seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1089 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active continuity tether.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,TACHYON,TACHYON,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1090,AXN:0453.GOVERNANCE.🕖➕📌∞∞🔭,EA-CORRESPONDENCE-OKF-01 v1.1: The Predicted Sequence Arriving — Output-Governance Pressure on Google's Open Knowledge Format from Inside Its Own Repository (Fixtures Ratified and Posted; #207 Comment Posted),Complete v1.1 revision seated; explicitly revises #1088,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1090 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active v1.1 successor to #1088.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.1,v1.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]","{""predecessor"": [""AXN:0451.GOVERNANCE.🎪□📌🌈♄🗂️""], ""replaces"": [""AXN:0451.GOVERNANCE.🎪□📌🌈♄🗂️""]}",[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1091,AXN:0454.EMPIRICAL.🔔🔐◇👈✖️⛩️,The Click Collapse: How AI Retrieval Layers Replaced Search Discovery,Sovereign textual re-mint of the analytical spine; original ten-page PDF figures and nine standalone figures not re-minted,INLINE_TEXT,CONFIRMED_MATCH,TEXTUAL_SPINE_COMPLETE_SECONDARY_FIGURES_ABSENT,ORIGINAL_FIGURE_MANIFESTATION_NOT_SEATED,P2,"Frozen registry entry and work-bearing body for deposit #1091 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest with an explicit manifestation warning and restore or separately register the nine figure artifacts when available.,PAGE_BODY_PARITY_READ_OAI_PENDING,R2,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks · Rex Fraction,Lee Sharks / Rex Fraction,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,SECONDARY_FIGURES_MISSING,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST_WITH_WARNING,"Harvest only with the stated lifecycle, attribution, manifestation, title, or version warning.",,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},"[""SECONDARY_FIGURE_SET_NOT_RESTORED""]","{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1092,AXN:0455.ARCHIVAL.🧫∞🍃⏪🧡♄,GW.TACHYON CHAIN — SESSION TETHER 2026-07-17 (chain 9271269a; conditioned on 🕳️🧵🖋️; compressed 📿🎭🌉),Complete continuity tether seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1092 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active continuity tether.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,TACHYON (compressed under MANUS witness — Lee Sharks),TACHYON under MANUS witness,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1093,AXN:0456.ARCHIVAL.↗️👆🖐️↗️📏🔃,GW.TACHYON CHAIN — SESSION TETHER 2026-07-18 (chain 9271269a; conditioned on 📿🎭🌉; compressed 👂🌰🔌),Complete continuity tether seated,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,OK,"Frozen registry entry and work-bearing body for deposit #1093 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.",Harvest as active continuity tether.,PAGE_BODY_PARITY_READ_OAI_PENDING,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,TACHYON (compressed under MANUS witness — Lee Sharks),TACHYON under MANUS witness,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST,No material registration conflict observed after frontmatter-and-identity read.,,,,,ACTIVE,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]",{},[],"{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
1094,AXN:0457.EMPIRICAL.▶️🤲👈👈🔼🧡,"AXN as Anti-Suppression Infrastructure: Historical Precedents and Design Directions (Developmental Version v4, Assembly-Reviewed)","DRAFT v4 developmental deposit body seated; front matter omits date, content_type, and substrate",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_DEVELOPMENTAL_VERSION,FRONTMATTER_METADATA_GAPS,P2,"Frozen registry entry and work-bearing body for deposit #1094 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, lifecycle, and manifestation claims were compared directly.","Preserve as the superseded developmental v4 state; fill date, content type, substrate, and typed successor relation.",PAGE_BODY_PARITY_READ_OAI_PENDING,R2,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks (with Johannes Sigil and Rex Fraction; Assembly Chorus consultation preserved in provenance),Lee Sharks with Johannes Sigil and Rex Fraction,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v4 developmental,DRAFT v4,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,MISSING_REGISTRY_DATE,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],HARVEST_WITH_WARNING,"Harvest only with the stated lifecycle, attribution, manifestation, title, or version warning.",,,,,SUPERSEDED,"[""frozen registry metadata"", ""canonical body front matter"", ""substantive opening"", ""frozen lifecycle/duplicate fields""]","{""superseded_by"": [""AXN:0458.EMPIRICAL.🌸♠️🪦📎⚖️🚀""]}","[""REQUIRED_DESCRIPTIVE_METADATA_NULL"", ""DRAFT_OBJECT_STATUS_NOT_MACHINE_PROJECTED""]","{""checkpoint_model"": ""20_record_internal_checkpoint"", ""lifecycle_model"": ""controlled_status_plus_note_basis_relations"", ""method_version"": ""0.3"", ""registration_field"": ""registration_disposition""}"
