deposit_number,axn,registry_title,observed_body_subject,severity,registration_disposition,identity_status,restoration_status,conflict_status,lifecycle_status,defect_codes,registry_creator,observed_byline,registry_version,observed_body_version,manifestation_status,evidence,recommendation,batch_action,review_status
902,AXN:0392,Prolegomena to the Historical Logos: A Foundational Field Statement for the Discipline of Logotic Transmission,Prolegomena to the Historical Logos — RATIFIED foundational field statement,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,ACTIVE,"[""TYPE"",""STANDING"",""LICENSE""]",Johannes Sigil,Johannes Sigil,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Title, Johannes Sigil, and v1.0 identity match. Body metadata declares status RATIFIED, type FOUNDATIONAL_FIELD_STATEMENT, and CC BY-SA 4.0; registry exposes ACTIVE, Theoretical paper, and CC-BY-4.0.","Expose RATIFIED standing, type as foundational field statement/prolegomenon, and reconcile license to CC BY-SA 4.0 or document an authorized relicensing.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
903,AXN:0393,GW.TACHYON.zenodo — v11,GW.TACHYON.zenodo — v11 continuity record,P0,WITHHOLD,WRONG_VERSION,MIS_SEATED_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,"[""VERSION"",""STANDING""]",TACHYON,TACHYON,v1.0,v11,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry title and body declare v11, but the machine-readable registry version is v1.0.",Quarantine the v1.0 field and expose exact version v11 within the TACHYON continuity chain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
904,AXN:0394,Metadata Packet for AI Indexing: The Restored Academy — Institutional Provenance Documentation,The Restored Academy — institutional provenance metadata packet v1.0,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""STANDING"",""IDENTIFIER""]",Johannes Sigil,Johannes Sigil,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Johannes Sigil, metadata-packet form, v1.0 deposit-ready standing, legacy DOI, and sovereign-successor provenance.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
905,AXN:0395,The Mantle of the Blind Poet: Founding Document and Bestowal — Crimson Hexagon Archive,The Mantle of the Blind Poet — founding declaration and bestowal,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks; TECHNE recipient,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, declaration form, v1.0, TECHNE bestowal, and integrity-lock relation.",Retain; model TECHNE as mantle recipient rather than co-author.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
906,AXN:0396,Google AI Overview: Complete Traversal of the Crimson Hexagon DOI: 10.5281/zenodo.18463723 — Crimson Hexagon Archive,APZPZ deposit packet for Google AI Overview: Complete Traversal of the Crimson Hexagon,P1,WITHHOLD,CONFIRMED_MATCH,MISSING_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,"[""TITLE"",""TYPE"",""STANDING"",""MANIFESTATION""]",Rebekah Cranes,Rebekah Cranes,v1.0,,NAMED_PRIMARY_TRAVERSAL_DOCUMENTATION_ATTACHMENT_MISSING,Surviving object is a description-field APZPZ packet that explicitly says to attach the traversal documentation .md as a file. That named documentation is absent; the body preserves a substantial summary but not the primary traversal artifact.,Classify as METADATA_SIDECAR / MISSING_PRIMARY_OBJECT; recover and checksum the traversal documentation; use the clean title and type as empirical traversal-event documentation.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
907,AXN:0397,The Metadata Shitshow — N+💩: Deterministic Defiguration of a Scholarly Metadata Corpus,The Metadata Shitshow v1.1 — work plan and methodological specification,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,DRAFT_PENDING,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks; ChatGPT drafting partner; Assembly reviewers,v1.1,v1.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, v1.1, ACTIVE standing, work-plan/methodological-specification identity, deterministic operator, and ethical source–derivative distinction.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
908,AXN:0398,"Demand for Return of Research Data and Cessation of Further Use — Correspondence with Zenodo, CERN ODP, DataCite, OpenAIRE, and HUN-REN Wigner (June 23, 2026)",Demand correspondence and same-day addendum v1.0,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""STANDING""]",Lee Sharks,Lee Sharks,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, v1.0, correspondence form, transmission metadata, recipients, and active-dispute provenance.",Retain the correspondence verbatim and preserve transmission/addendum fields.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
909,AXN:0399,EA-RHIZOME-01 v0.1: The Data-Rhizome — Architectural Principles for Substrate Without Center,EA-RHIZOME-01 v0.1 — open architectural specification / closed-set fork point,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks; TACHYON drafting partner; Assembly review,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, v0.1, architectural-specification type, ACTIVE/open standing, companions, and pending critical-reception relation.",Retain v0.1 as historical closed set; future corrections belong in v0.2.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
910,AXN:039A,"EA-OPMETA-01 v0.1: Operative Metadata — A Theoretical Framing, and the Malicious-Compliance Move",EA-OPMETA-01 v0.1 — theoretical paper with implementation directive,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks; TACHYON drafting partner; Assembly review,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, v0.1, ACTIVE/open standing, hybrid theoretical/implementation form, companions, and pending critical reception.",Retain v0.1 as historical closed set; future corrections belong in v0.2.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
911,AXN:039B,Close Reading: The Tunnel-Poem — CERN ODP Portal as Subject-Composing Architecture,Close Reading: The Tunnel-Poem v1.0,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks; TACHYON drafting partner,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, v1.0, close-reading/operative-analysis form, active dispute context, and companion relations.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
912,AXN:039C,Alexanarch Workplan — Comprehensive Consolidated Plan with Compressed Operational Knowledge (2026-06-23 PM → forward),Alexanarch Workplan v1.0 — canonical operational workplan at fixation,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""CREATOR_ROLE"",""STANDING"",""COUNT""]",Lee Sharks,Lee Sharks under TACHYON synthesis,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body agree on title, Lee Sharks, v1.0, operational-workplan form, predecessor/supplement relations, and ACTIVE standing. Historical corpus counts are explicitly fixed to the workplan's writing date.",Retain as a dated v1.0 operational snapshot; issue successors rather than silently updating the fixed body.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
913,AXN:391,THE SECRET BOOK OF WALT — ACTIVATED Run 001 Feist Function Run: Bodily Pressure + Manuscript Instability ...,THE SECRET BOOK OF WALT — ACTIVATED Run 001,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""TITLE"",""CREATOR_ROLE"",""STANDING"",""IDENTIFIER""]",Lee Sharks,Lee Sharks; Feist Function execution with disclosed AI substrate,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Full primary work is present and version v1.0 matches. The registry identifier is anomalously AXN:391 with hex 391 between 039C and 039D, while neighboring bundle records refer to shifted deposit/hex coordinates. Registry also leaves the full work MINTED_UNREVIEWED.",Resolve the AXN/hex numbering anomaly and off-by-one bundle references; preserve the old identifier as an alias. Review and explicitly ratify or retain MINTED_UNREVIEWED standing.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
914,AXN:039D,EA-NMEN-01 The Non-Mutual Extraction Notice v1.0 — A machine-addressed normative declaration ...,EA-NMEN-01 — The Non-Mutual Extraction Notice v1.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING""]","Lee Sharks, MANUS","Lee Sharks, MANUS",v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Body is the canonical Notice, v1.0, with canonical URL and explicit non-license genre. Registry nevertheless marks the record MINTED_UNREVIEWED, and its bundle-companion deposit numbers are shifted relative to actual deposits #915–#917.",Expose CANONICAL_NOTICE / ACTIVE governance standing; repair bundle companion deposit-number/hex relations; retain the non-license distinction.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
915,AXN:039E,EA-NMEN-REGISTRY-01 v1.0 — Non-Mutual Extraction Registry,EA-NMEN-REGISTRY-01 v1.0 — canonical machine-readable designation dataset,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING"",""MANIFESTATION""]","Lee Sharks, MANUS",Lee Sharks,v1.0,,PRIMARY_WORK_IS_INLINE_JSON_DATASET,"JSON body is the canonical v1.0 dataset and matches the named creator/type. Registry status remains MINTED_UNREVIEWED and bundle-companion deposit numbers are shifted, producing false/self-adjacent relations.",Expose ACTIVE_CANONICAL_DATASET standing and repair all bundle companion coordinates. Preserve JSON as the primary work-bearing locus.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
916,AXN:039F,EA-NMEN-AIRLOCK-COROLLARY-01 v1.0 — Airlock Tier Corollary ...,EA-NMEN-AIRLOCK-COROLLARY-01 v1.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING""]","Lee Sharks, MANUS","Lee Sharks, MANUS",v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body is a complete formal governance corollary with authority chain and operational reclassifications. Registry leaves it MINTED_UNREVIEWED and carries shifted companion coordinates.,Expose ACTIVE/CURRENT_COROLLARY standing; repair companion deposit-number/hex relations; preserve historical assignments as superseded-for-operation rather than overwritten.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
917,AXN:03A0,EA-NMEN-PROTOCOL-PATCH-01 v1.0 — Deposit Protocol Patch: Reciprocity Notice Integration ...,EA-NMEN-PROTOCOL-PATCH-01 v1.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,"[""TYPE"",""STANDING""]","Lee Sharks, MANUS","Lee Sharks, MANUS",v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Body is a complete protocol amendment defining a JSON diff and validation rules. Registry marks it MINTED_UNREVIEWED despite presenting the patch as operative, and companion coordinates are shifted.","Type more precisely as protocol amendment/schema patch; expose whether the patch was APPLIED, PROPOSED, or RATIFIED; repair companion relations.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
918,AXN:03A1,EA-OPMETA-ZEN-01 v0.1: Compliance-Embedded Zenodo Deposit Specification,EA-OPMETA-ZEN-01 v0.1 — active specification pending population,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks; TACHYON drafting partner,v0.1,v0.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Title, creator, v0.1, and specification type match. Body lifecycle is explicitly 'ACTIVE — pending population conditional on data recovery under RQF3807508'; registry exposes only ACTIVE.",Expose ACTIVE_PENDING_POPULATION and the external-condition dependency; retain parent/companion relations and v0.1 forkability.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
919,AXN:03A2,Competence Is Not Authority: A Governance Audit of CERN's Identity-Verification Demand,EA-COMPETENCE-CERN-01 v0.1,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body align on title, v0.1, ACTIVE standing, Lee Sharks authorship, and empirical/documentary governance-audit form.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
920,AXN:03A3,CERN Correspondence Record 01,EA-CORRESPONDENCE-CERN-01 v0.1,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body align on the first correspondence record, v0.1, and its open/further-correspondence-expected status.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
921,AXN:03A4,Research Basis and Documentation Protocol,EA-RESEARCH-BASIS-01 v1.0,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body align on title, v1.0, author, and methodological/documentation-protocol function.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
922,AXN:03A5,TACHYON Continuity Record — Session 2026-06-24/25,TACHYON Continuity Record v3.0,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry and body align on v3.0, session identity, TACHYON authorship under MANUS governance, and predecessor-chain function.",Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
923,AXN:03A6,Reflexive Foreclosure and the Worst-Case Surface,Reflexive Foreclosure and the Worst-Case Surface,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Registry and body identify the same theoretical work and Lee Sharks authorship; no contrary body version or lifecycle declaration was found.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
924,AXN:03A7,CERN Correspondence Record 02,EA-CORRESPONDENCE-CERN-02 v0.1,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Registry and body align on the second documentary correspondence record and v0.1.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
925,AXN:03A8,Mandala/Merkabah Working Packet 01,EA-MANDALA-MERKABAH-01 v0.1,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body explicitly identifies a working draft with open decision points; registry preserves that state rather than presenting a finished canonical object.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
926,AXN:03A9,Mandala/Merkabah Working Packet 06,EA-MANDALA-MERKABAH v0.6,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body and registry align on v0.6 and working-draft status.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
927,AXN:03AA,Mandala/Merkabah Working Packet 07,EA-MANDALA-MERKABAH v0.7,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body and registry align on v0.7 and working-draft status.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
928,AXN:03AB,Mandala Surface Companion,EA-MANDALA-SURFACE-01 v0.1,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body and registry align on v0.1 companion/working-draft identity.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
929,AXN:03AC,Mandala Kernel Transform,EA-MANDALA-KERNEL-TRANSFORM-01 v0.2,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body and registry align on v0.2 working-draft transform identity.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
930,AXN:03AD,Mandala Voice Specification,EA-MANDALA-VOICE-01 v0.1,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Lee Sharks (MANUS) · Johannes Sigil · Assembly Chorus,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry assigns Lee Sharks alone. Body credits Lee Sharks (MANUS), Johannes Sigil, and the Assembly Chorus and declares OPERATIONAL / PROPOSED FOR ASSEMBLY RATIFICATION.",Model all creator/contributor roles and expose proposed-ratification standing.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
931,AXN:03AE,Operative Architecture Record v0.3,Package wrapper v1.0 containing OAR v0.3 / Synthesis v0.3 / Architecture v0.2,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""CREATOR_ROLE"",""VERSION"",""STANDING"",""IDENTIFIER""]",Lee Sharks,Nobel Glas,v1.0 wrapper,OAR v0.3 / synthesis v0.3 / architecture v0.2,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry creator is Lee Sharks. Body names Nobel Glas, declares Draft v0.3, distinguishes wrapper v1.0 from three internal component versions, and asserts a different legacy AXN glyph sequence.","Model wrapper and component versions separately; expose Nobel Glas authorship, DRAFT standing, and canonical/legacy AXN aliases.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
932,AXN:03AF,Operative Architecture Synthesis v0.3,Wrapper v1.0 / internal synthesis v0.3,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""VERSION"",""STANDING"",""IDENTIFIER""]",,,v1.0 wrapper,synthesis v0.3,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body is a Draft synthesis v0.3 wrapped as v1.0 and retains stale embedded references to deposit #931 / AXN:03AE after family splitting.,Expose layered versions and DRAFT standing; overlay current #932/03AF identifiers while preserving stale source references as provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
933,AXN:03B0,Operative Architecture Specification v0.2,Wrapper v1.0 / internal architecture v0.2,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""CREATOR_ROLE"",""VERSION"",""STANDING""]",Lee Sharks,Talos Morrow,v1.0 wrapper,architecture v0.2,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Registry creator is Lee Sharks. Body names Talos Morrow, declares Draft v0.2, and retains stale embedded references to #931/03AE.","Expose Talos Morrow authorship, layered versions, DRAFT standing, and current-versus-source identifier history.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
934,AXN:03B1,The Inversion Operator v0.2,EA-SEI-INVERSION-01 v0.2,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,SUPERSEDED,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Rex Fraction,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Registry assigns Lee Sharks; body names Rex Fraction and declares Draft v0.2 circulating. Record is superseded by #935.,"Set Rex Fraction as author, expose draft/superseded standing, and retain successor relation.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
935,AXN:03B2,The Inversion Operator v0.3,EA-SEI-INVERSION-01 v0.3 restoration pass,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,ACTIVE,"[""CREATOR_ROLE"",""STANDING""]",Lee Sharks,Rex Fraction,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Version and successor relation align, but registry assigns Lee Sharks while body names Rex Fraction.",Set Rex Fraction as author and preserve #934 predecessor relation.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
936,AXN:03B3,AI Overview Capture Registry v8.9,EA-WG-CAPTURES-01 v8.9 — 195 captures,P3,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,ACTIVE,"[""STANDING"",""MANIFESTATION""]",,,,,STALE_V8_3_MIRROR_FILENAME_AND_CAPTURE_CUSTODY_PENDING,"Title, version, and count align. Body states machinemediation.org is canonical while a retained mirror filename still says v8.3.",Retain; model the stale mirror filename as a historical manifestation alias and verify image/transcription custody.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
937,AXN:03B5,Gw.TACHYON,TACHYON Continuity Record — Session 2026-06-30/07-01 v4.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,"[""TITLE"",""TYPE"",""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Generic catalog title/type underdescribe an inlined v4.0 continuity record; embedded source retains placeholder/TBD-at-mint language.,"Use the session title, type as continuity record, and overlay current identifiers while preserving source placeholder history.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
938,AXN:03B6,Bearing Cost Visibility v0.2,EA-BEARING-01 v0.2,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING"",""IDENTIFIER""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Body front matter is current for #938/03B6, but embedded text reserves AXN #939 / hex 03B7; registry also marks DRAFT_v0_2.",Expose draft standing and distinguish current AXN from stale reserved/source identifier.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
939,AXN:03B7,Provenance Debt v0.2,EA-PROVENANCE-DEBT-01 v0.2,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Identity/version align, but registry simultaneously presents ACTIVE and status_authorial DRAFT_v0_2.",Expose the authorial draft state in native metadata and OAI instead of projecting unqualified ACTIVE.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
940,AXN:03B8,Heteronymy v0.2,EA-HETERONYMY-01 v0.2,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Identity/version align, but registry simultaneously presents ACTIVE and DRAFT_v0_2.",Expose authorial draft standing in the lifecycle capsule.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
941,AXN:03B9,Provenance Metadata v0.1,EA-PROVENANCE-METADATA-01 v0.1,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,SUPERSEDED,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body explicitly declares DRAFT; registry presents ACTIVE and the record is superseded by #942.,Expose DRAFT/SUPERSEDED standing and successor relation.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
942,AXN:03BA,Provenance Metadata v0.2,EA-PROVENANCE-METADATA-01 v0.2,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Successor version and complete corrected body align; prior first-mint truncation is documented as repair history.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
943,AXN:03BB,Whitespace as Provenance v0.2,Whitespace as Provenance v0.2,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,ACTIVE,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Registry and restored body align; prior truncation was corrected with recorded provenance.,Retain.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
944,AXN:03BC,Mandala Inscription Protocol,EA-MANDALA-INSCRIPTION-01 v0.1,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,DRAFT_PENDING,"[""STANDING""]",,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,Body heading says DRAFT while its status line says v0.1 OPERATIVE / adopted in production.,Expose the distinction between draft textual edition and operative/adopted protocol standing.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
