deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,lifecycle_status,lifecycle_note,standing_basis,relations,severity,defect_codes,evidence,recommendation,projection_status,registration_disposition,registration_disposition_reason,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,migration_provenance,lifecycle_state,lifecycle_basis,lifecycle_confidence
1346,AXN:0553,The Caesura: A Sovereignty Audit Protocol,The Caesura: A Sovereignty Audit Protocol,METADATA_CAPTURE,CONFIRMED_MATCH,METADATA_ONLY,MISSING_PRIMARY_MANIFESTATION,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P1,"[""MISSING_PRIMARY_MANIFESTATION""]","Metadata-only three-document fulfillment-pair description; hermeneutic text, formal specification, and lock are not seated.",Recover and seat the three components.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material incompleteness, authority, lifecycle, version, or projection condition must remain explicit.",R1,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,MISSING_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1347,AXN:0554,Gravity Well Codebase v0.4.1,Gravity Well Codebase v0.4.1,INLINE_TEXT_WRONG_OBJECT_OR_VERSION,WRONG_OBJECT,WRONG_PRIMARY_MANIFESTATION,PRIMARY_IDENTITY_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P0,"[""WRONG_HISTORICAL_VERSION""]","Static record names Codebase v0.4.1, while the seated document explicitly identifies itself as Gravity Well Protocol v0.4.0.",Withhold until the v0.4.1 codebase/specification is seated or rebind as v0.4.0.,PAGE_BODY_PARITY_READ_OAI_PENDING,WITHHOLD,"Wrong object, wrong historical version, or other registration-blocking identity conflict.",R0,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v0.4.1,v0.4.0,WRONG_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,UPDATE_EXISTING,"[{""superseded_audit_row"":{""deposit_number"":1347,""axn"":""AXN:0554.UNCLASSIFIED.🕐⌛🏺🤝🪞♾️"",""registry_title"":""Gravity Well Codebase v0.4.1 — Compression, Wrapping, and Anchoring Microservice (EA-GW-01)"",""observed_body_subject"":""Gravity Well Protocol — v0.4.0"",""work_locus"":""ATTACHMENT_BORNE_OR_SOURCE_CODE_BUNDLE"",""identity_status"":""WRONG_OBJECT"",""restoration_status"":""MIS-SEATED_PRIMARY_OBJECT"",""conflict_status"":""DECLARED_BY_AUDIT_UNRESOLVED"",""severity"":""P0"",""evidence"":""Registry names a v0.4.1 codebase and DOI 10.5281/zenodo.19405459. Current body data/texts/AXN-0554-text.md is byte-identical to the prose Gravity Well Protocol v0.4.0 body."",""recommendation"":""Quarantine from unqualified OAI exposure. Recover the actual v0.4.1 codebase or attached source bundle. Preserve the current protocol body as evidence of the seating error, not as the codebase."",""projection_status"":""NOT_YET_AUDITED"",""repair_priority"":""R0"",""bibliographic_type_status"":""NOT_YET_AUDITED"",""registry_content_type"":"""",""recommended_content_type"":"""",""creator_role_status"":""NOT_YET_AUDITED"",""registry_creator"":"""",""observed_byline"":"""",""title_status"":""NOT_YET_AUDITED"",""version_identity_status"":""NOT_YET_AUDITED"",""registry_version"":"""",""observed_body_version"":"""",""manifestation_status"":""NOT_YET_AUDITED"",""date_status"":""NOT_YET_AUDITED"",""body_declaration_status"":""NOT_YET_AUDITED"",""review_status"":""PRIOR_BATCH_ADJUDICATION"",""canonical_match_basis"":"""",""audit_snapshot_commit"":""055429ac82edc967f09c4640ffd0b049cff78e6e"",""audit_date"":""2026-07-31"",""oai_recommendation"":"""",""license_status"":""NOT_YET_AUDITED"",""batch_action"":""PRIOR_BATCH_ROW"",""audit_history"":[],""registration_disposition"":""WITHHOLD"",""registration_disposition_reason"":""Legacy withholding adjudication; consult evidence and recommendation."",""lifecycle_state"":""UNDETERMINED"",""lifecycle_note"":""CODEBASE_OBJECT_UNRECOVERED"",""lifecycle_basis"":""AUDIT_INFERENCE"",""lifecycle_confidence"":""UNDETERMINED"",""lifecycle_status"":""UNKNOWN"",""standing_basis"":[""legacy lifecycle basis: AUDIT_INFERENCE"",""legacy lifecycle confidence: UNDETERMINED""],""relations"":{},""defect_codes"":[],""migration_provenance"":{""cumulative_merge_version"":""0.9"",""source_ledger"":""alexanarch_audit_ledger_v1.0.json"",""historical_batch_action"":""PRIOR_BATCH_ROW"",""lifecycle_state_legacy"":""UNDETERMINED"",""lifecycle_note_preserved"":""CODEBASE_OBJECT_UNRECOVERED"",""review_status_preserved"":""PRIOR_BATCH_ADJUDICATION""}},""superseded_by_boundary"":""#1199-#1398 compact-evidence re-audit"",""reason"":""Re-audit at the same frozen snapshot with direct body/tombstone reading and compact decisive evidence.""}]","{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1348,AXN:0555,Gravity Well Field Specification v1.1,Gravity Well Field Specification v1.1,METADATA_CAPTURE,CONFIRMED_MATCH,METADATA_ONLY,MISSING_PRIMARY_MANIFESTATION,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P1,"[""MISSING_PRIMARY_MANIFESTATION""]",Explicit metadata-only capture; field specification is absent.,Recover and seat the v1.1 specification.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material incompleteness, authority, lifecycle, version, or projection condition must remain explicit.",R1,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,MISSING_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1349,AXN:0556,Gravity Well Suffusion Map v1.0,Gravity Well Suffusion Map v1.0,METADATA_CAPTURE,CONFIRMED_MATCH,METADATA_ONLY,MISSING_PRIMARY_MANIFESTATION,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P1,"[""MISSING_PRIMARY_MANIFESTATION""]",Explicit metadata-only capture; room-by-room suffusion map is absent.,Recover and seat the map.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material incompleteness, authority, lifecycle, version, or projection condition must remain explicit.",R1,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,MISSING_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1350,AXN:0557,Total Axial Negation Graph: Revelation Studies,Total Axial Negation Graph: Revelation Studies,INLINE_PRIMARY_TEXT,CONFIRMED_MATCH,COMPLETE_AS_SEATED,NO_MATERIAL_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},OK,[],Full restored design document matches the named Revelation TANG identity.,No material correction.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,No material registration-blocking conflict observed.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v1.0,restored v0.2,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1351,AXN:0558,The Consensus Constraint Protocol,The Consensus Constraint Protocol,METADATA_CAPTURE,CONFIRMED_MATCH,METADATA_ONLY,MISSING_PRIMARY_MANIFESTATION,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P1,"[""MISSING_PRIMARY_MANIFESTATION""]",Explicit metadata-only capture; governing protocol primary text is absent.,Recover and seat the protocol.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material incompleteness, authority, lifecycle, version, or projection condition must remain explicit.",R1,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,MISSING_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1352,AXN:0559,The Comedy of Total Commitment,The Comedy of Total Commitment,INLINE_PRIMARY_TEXT,CONFIRMED_MATCH,COMPLETE_AS_SEATED,NO_MATERIAL_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},OK,[],"Full restored essay matches title, author, and R3 affect-theory identity.",No material correction.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,No material registration-blocking conflict observed.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v1.0,restored v0.2,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1353,AXN:055A,SPXI ROI: Operational and Visibility Returns,SPXI ROI: Operational and Visibility Returns,INLINE_PRIMARY_TEXT,CONFIRMED_MATCH,COMPLETE_AS_SEATED,NO_MATERIAL_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},OK,[],"Full restored addendum matches title, series, and author.",No material correction.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,No material registration-blocking conflict observed.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v1.0,restored v0.2,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1354,AXN:055B,A Body Prepared — Homunculus,A Body Prepared — Homunculus,INLINE_PRIMARY_TEXT,CONFIRMED_MATCH,COMPLETE_AS_SEATED,NO_MATERIAL_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},OK,[],Full restored fiction matches title and explicitly distinguishes operative/archival attribution.,No material correction.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,No material registration-blocking conflict observed.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,CONFLICT,Rebekah Cranes; Lee Sharks,Rebekah Cranes (operative); Lee Sharks (archival),MATCH,CONFLICT,v1.0,restored v0.2,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1355,AXN:055C,SYMBOLON-01: Anti-Severance Technologies,SYMBOLON-01: Anti-Severance Technologies,METADATA_CAPTURE,CONFIRMED_MATCH,METADATA_ONLY,MISSING_PRIMARY_MANIFESTATION,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P1,"[""MISSING_PRIMARY_MANIFESTATION""]",Explicit metadata-only capture; specification and applied patent example are absent.,Recover and seat the fused documentary object.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material incompleteness, authority, lifecycle, version, or projection condition must remain explicit.",R1,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks; Johannes Sigil,Lee Sharks; Johannes Sigil,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,MISSING_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1356,AXN:055D,Hexagonal Contributor License v1.0 — Rhys Owens,Hexagonal Contributor License v1.0 — Rhys Owens,INLINE_TEXT_WRONG_OBJECT_OR_VERSION,WRONG_OBJECT,WRONG_PRIMARY_MANIFESTATION,PRIMARY_IDENTITY_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P0,"[""WRONG_PRIMARY_MANIFESTATION""]",Contributor-license record seats the unrelated 'Rhys Owens — The Lunar Arm of New Human' interpretive profile.,Withhold until the actual v1.0 license is seated.,PAGE_BODY_PARITY_READ_OAI_PENDING,WITHHOLD,"Wrong object, wrong historical version, or other registration-blocking identity conflict.",R0,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,WRONG_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,UPDATE_EXISTING,"[{""superseded_audit_row"":{""deposit_number"":1356,""axn"":""AXN:055D.UNCLASSIFIED.🔜✏️📜🏔️🟣🏰"",""registry_title"":""Hexagonal Contributor License v1.0 — Rhys Owens — Lunar Arm — Creative Writing → New Human 2"",""observed_body_subject"":""Rhys Owens — The Lunar Arm of New Human"",""work_locus"":""INLINE_TEXT"",""identity_status"":""WRONG_OBJECT"",""restoration_status"":""MIS-SEATED_PRIMARY_OBJECT"",""conflict_status"":""DECLARED_BY_AUDIT_UNRESOLVED"",""severity"":""P0"",""evidence"":""Current body is a nine-section interpretive essay on Rhys Owens as Lunar Principle/Lunar Operator. It contains no contributor-license instrument or license clauses corresponding to the registry title."",""recommendation"":""Quarantine as a restored license. Recover the actual v1.0 contributor-license text or attachment. Search for the proper record belonging to the seated Lunar Arm essay before relocating or reusing it."",""projection_status"":""NOT_YET_AUDITED"",""repair_priority"":""R0"",""bibliographic_type_status"":""NOT_YET_AUDITED"",""registry_content_type"":"""",""recommended_content_type"":"""",""creator_role_status"":""NOT_YET_AUDITED"",""registry_creator"":"""",""observed_byline"":"""",""title_status"":""NOT_YET_AUDITED"",""version_identity_status"":""NOT_YET_AUDITED"",""registry_version"":"""",""observed_body_version"":"""",""manifestation_status"":""NOT_YET_AUDITED"",""date_status"":""NOT_YET_AUDITED"",""body_declaration_status"":""NOT_YET_AUDITED"",""review_status"":""PRIOR_BATCH_ADJUDICATION"",""canonical_match_basis"":"""",""audit_snapshot_commit"":""055429ac82edc967f09c4640ffd0b049cff78e6e"",""audit_date"":""2026-07-31"",""oai_recommendation"":"""",""license_status"":""NOT_YET_AUDITED"",""batch_action"":""PRIOR_BATCH_ROW"",""audit_history"":[],""registration_disposition"":""WITHHOLD"",""registration_disposition_reason"":""Legacy withholding adjudication; consult evidence and recommendation."",""lifecycle_state"":""UNDETERMINED"",""lifecycle_note"":""LICENSE_OBJECT_UNRECOVERED"",""lifecycle_basis"":""AUDIT_INFERENCE"",""lifecycle_confidence"":""UNDETERMINED"",""lifecycle_status"":""UNKNOWN"",""standing_basis"":[""legacy lifecycle basis: AUDIT_INFERENCE"",""legacy lifecycle confidence: UNDETERMINED""],""relations"":{},""defect_codes"":[],""migration_provenance"":{""cumulative_merge_version"":""0.9"",""source_ledger"":""alexanarch_audit_ledger_v1.0.json"",""historical_batch_action"":""PRIOR_BATCH_ROW"",""lifecycle_state_legacy"":""UNDETERMINED"",""lifecycle_note_preserved"":""LICENSE_OBJECT_UNRECOVERED"",""review_status_preserved"":""PRIOR_BATCH_ADJUDICATION""}},""superseded_by_boundary"":""#1199-#1398 compact-evidence re-audit"",""reason"":""Re-audit at the same frozen snapshot with direct body/tombstone reading and compact decisive evidence.""}]","{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
1357,AXN:055E,Hexagonal Contributor License v3.0 — Alice Thornburgh,Hexagonal Contributor License v3.0 — Alice Thornburgh,INLINE_TEXT_WRONG_OBJECT_OR_VERSION,WRONG_OBJECT,WRONG_PRIMARY_MANIFESTATION,PRIMARY_IDENTITY_CONFLICT,UNKNOWN,Raw frozen lifecycle field unavailable or not inferred in this compact pass.,"[""frozen static record/page metadata"",""canonical body front matter or explicit tombstone"",""substantive opening / decisive body declaration""]",{},P0,"[""WRONG_HISTORICAL_VERSION""]",Static identity says full unified v3.0; body expressly says limited scope v1.0 and derives from protocol v2.0.,Withhold until the full v3.0 Alice license is seated.,PAGE_BODY_PARITY_READ_OAI_PENDING,WITHHOLD,"Wrong object, wrong historical version, or other registration-blocking identity conflict.",R0,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v3.0,limited-scope v1.0 derived from protocol v2.0,WRONG_PRIMARY_MANIFESTATION,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body or explicit tombstone at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project exact lifecycle, canonical authority target, role-qualified creators, manifestation identity, version, license, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.3"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""20_record_internal_checkpoint"",""compact_evidence_mode"":""decisive_mismatch_only; full source read retained""}",,,
